S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.31,25.38,25.25,26,17,20,73,54,0.08,0.05,0.06,0.09,355,0,0,0,0
25.31,25.38,25.25,26,17,20,73,53,0.08,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.25,26,17,20,71,53,0.08,0.06,0.07,0.1,355,0,0,0,0
25.31,25.38,25.25,26,16,20,71,53,0.07,0.06,0.06,0.1,355,0,0,0,0
25.31,25.38,25.25,26,16,20,73,52,0.07,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,17,21,77,54,0.07,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.31,26,18,22,78,56,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,21,78,56,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26,18,21,76,56,0.08,0.04,0.06,0.09,355,0,0,0,0
25.31,25.31,25.31,26.06,18,21,78,55,0.07,0.04,0.06,0.09,355,0,0,0,0
25.38,25.38,25.25,26,18,22,79,57,0.07,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.31,26,19,22,79,57,0.07,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.25,26.06,18,22,78,57,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,18,22,80,57,0.08,0.05,0.07,0.1,355,0,0,0,0
25.31,25.38,25.25,26,19,23,81,59,0.08,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.25,26.06,19,22,80,59,0.08,0.05,0.07,0.1,355,0,0,0,0
25.31,25.38,25.25,26.06,19,23,82,59,0.08,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.31,26.06,20,24,84,61,0.07,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.31,26,20,24,83,61,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.31,26,20,24,83,59,0.08,0.06,0.06,0.09,355,0,0,0,0
25.31,25.38,25.31,26.06,20,24,83,60,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,20,24,84,60,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,20,23,82,60,0.08,0.08,0.12,0.09,355,0,0,0,0
25.38,25.38,25.31,26,20,24,83,60,0.11,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,20,24,84,60,0.07,0.04,0.06,0.11,355,0,0,0,0
25.31,25.38,25.31,26.06,20,24,85,60,0.07,0.04,0.06,0.09,355,0,0,0,0
25.31,25.38,25.25,26,20,24,85,62,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26,20,24,85,61,0.08,0.04,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,20,24,85,63,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,20,24,84,61,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.13,20,23,82,60,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.25,26.06,19,23,81,59,0.08,0.06,0.06,0.11,355,0,0,0,0
25.38,25.38,25.25,26.06,19,23,80,59,0.07,0.06,0.11,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,23,80,59,0.09,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,19,24,83,59,0.07,0.05,0.05,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,19,23,81,60,0.07,0.04,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26,19,23,80,59,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26,19,22,80,58,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,23,80,58,0.07,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,19,22,80,59,0.08,0.06,0.06,0.1,355,0,0,0,0
25.31,25.38,25.31,26.06,19,22,80,58,0.07,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,79,58,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,79,58,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.25,26.06,18,22,79,57,0.07,0.05,0.06,0.09,355,0,0,0,0
25.31,25.38,25.31,26.06,18,22,78,57,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26,18,22,78,57,0.08,0.05,0.06,0.1,355,0,0,0,0
25.31,25.38,25.31,26.06,18,22,80,57,0.07,0.05,0.07,0.1,355,0,0,0,0
25.38,25.38,25.31,26,19,23,81,59,0.07,0.05,0.05,0.1,355,0,0,0,0
25.38,25.38,25.31,26,19,23,80,59,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,80,58,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,80,58,0.07,0.05,0.05,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,80,57,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,22,80,58,0.08,0.05,0.06,0.11,355,0,0,0,0
25.31,25.38,25.31,26.06,19,23,80,58,0.11,0.14,0.12,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,23,81,59,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,22,80,59,0.07,0.09,0.14,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,19,22,80,59,0.08,0.1,0.08,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,79,58,0.08,0.08,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,79,57,0.09,0.07,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,78,57,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.13,18,21,77,56,0.07,0.04,0.05,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,78,56,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,18,22,80,57,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,19,24,85,59,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,20,24,86,62,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,20,24,86,63,0.1,0.16,0.13,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,20,24,85,63,0.09,0.05,0.07,0.1,355,0,0,0,0
25.38,25.38,25.31,26.06,20,24,85,62,0.07,0.05,0.07,0.1,355,0,0,0,0
25.38,25.38,25.31,26.13,20,24,84,61,0.09,0.16,0.12,0.1,355,0,0,0,0
25.38,25.38,25.38,26.13,19,23,83,60,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.38,25.38,26.06,19,23,82,59,0.08,0.06,0.06,0.11,355,0,0,0,0
25.38,25.38,25.31,26.13,19,23,82,59,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.31,26.06,19,23,82,59,0.09,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.13,19,23,82,59,0.08,0.04,0.06,0.1,355,0,0,0,0
25.38,25.38,25.38,26.06,19,23,83,59,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.31,26.13,19,23,84,60,0.07,0.05,0.07,0.09,355,0,0,0,0
25.38,25.38,25.31,26.06,19,24,84,60,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.38,26.13,20,24,85,61,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.38,25.38,26.13,20,24,85,61,0.08,0.04,0.06,0.11,355,0,0,0,0
25.38,25.44,25.38,26.19,20,24,85,62,0.08,0.06,0.06,0.11,355,0,0,0,0
25.38,25.38,25.38,26.19,20,24,87,63,0.07,0.06,0.06,0.1,355,0,0,0,0
25.44,25.38,25.38,26.13,20,24,88,63,0.08,0.07,0.09,0.1,355,0,0,0,0
25.38,25.44,25.31,26.13,20,24,89,64,0.09,0.06,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,20,24,87,63,0.07,0.05,0.05,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,20,24,86,63,0.08,0.06,0.07,0.1,355,0,0,0,0
25.38,25.44,25.31,26.13,20,24,85,62,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.44,25.38,26.13,19,24,85,61,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.38,25.31,26.13,19,23,84,60,0.08,0.06,0.06,0.09,355,0,0,0,0
25.38,25.38,25.38,26.13,19,23,84,60,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.38,26.06,19,23,84,60,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,19,23,84,60,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.44,25.31,26.13,19,23,84,60,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.44,25.38,26.13,19,23,84,60,0.07,0.06,0.06,0.09,355,0,0,0,0
25.38,25.38,25.38,26.13,19,23,84,60,0.08,0.06,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.06,19,23,84,60,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,19,23,83,59,0.08,0.05,0.06,0.11,355,0,0,0,0
25.38,25.38,25.38,26.13,19,23,83,60,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,19,23,83,59,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,19,23,83,60,0.09,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,18,22,81,59,0.08,0.05,0.06,0.11,355,0,1,0,0
25.38,25.44,25.38,26.13,18,22,80,58,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,22,80,58,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,22,81,58,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.06,18,23,82,59,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,22,82,59,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,23,82,59,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,23,83,60,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,18,22,81,59,0.07,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,18,22,81,59,0.08,0.06,0.07,0.1,355,0,0,0,0
25.38,25.38,25.38,26.13,18,22,80,58,0.08,0.06,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,17,22,80,58,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,17,21,79,57,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,17,21,79,57,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,17,21,77,56,0.09,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.19,17,20,76,56,0.07,0.05,0.06,0.11,355,0,0,0,0
25.38,25.44,25.38,26.19,16,20,76,54,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,16,20,76,54,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.06,17,20,77,55,0.08,0.05,0.07,0.09,355,0,0,0,0
25.44,25.38,25.38,26.13,16,20,75,54,0.08,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,16,20,75,54,0.08,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,16,20,75,54,0.07,0.04,0.06,0.09,355,0,0,0,0
25.44,25.38,25.38,26.13,16,20,74,54,0.08,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,15,20,74,53,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,15,20,73,53,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,15,20,73,53,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.44,25.38,26.13,15,20,72,53,0.07,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,15,19,71,52,0.07,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.44,26.13,15,19,70,51,0.07,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.19,14,19,70,50,0.07,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,14,18,69,49,0.08,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.19,14,18,68,49,0.08,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.19,14,18,67,49,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,14,18,67,49,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,18,66,48,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,17,65,48,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,17,66,48,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,14,18,67,49,0.07,0.06,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,18,68,49,0.08,0.05,0.07,0.11,355,0,0,0,0
25.38,25.44,25.38,26.13,14,19,70,50,0.08,0.07,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,14,19,71,51,0.07,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,15,19,72,52,0.08,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,15,20,74,53,0.08,0.06,0.07,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,15,20,74,54,0.08,0.06,0.07,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,15,20,74,53,0.08,0.05,0.06,0.09,355,0,0,0,0
25.38,25.44,25.44,26.13,15,19,73,53,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,14,19,70,51,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,19,70,51,0.07,0.07,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,14,19,70,51,0.08,0.05,0.07,0.09,355,0,0,0,0
25.44,25.44,25.38,26.19,14,19,70,51,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,18,70,51,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,14,18,70,50,0.08,0.04,0.06,0.12,355,0,0,0,0
25.44,25.44,25.38,26.13,14,18,70,50,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,14,18,70,51,0.08,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.06,14,19,70,51,0.08,0.04,0.05,0.09,355,0,0,0,0
25.44,25.44,25.44,26.13,14,18,70,51,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,14,18,70,50,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.44,26.19,14,18,70,50,0.08,0.05,0.05,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,14,18,69,49,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.19,14,17,68,49,0.07,0.05,0.06,0.09,355,0,0,0,0
25.38,25.44,25.44,26.13,14,17,67,49,0.09,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.44,26.19,14,17,66,48,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.44,26.13,14,17,65,48,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,14,17,65,47,0.08,0.06,0.07,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,13,16,65,47,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,13,16,65,47,0.08,0.06,0.06,0.11,355,0,0,0,0
25.44,25.44,25.44,26.13,13,16,65,47,0.08,0.12,0.11,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,13,16,64,46,0.09,0.1,0.1,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,13,16,63,45,0.07,0.05,0.07,0.09,355,0,0,0,0
25.44,25.44,25.44,26.13,13,15,62,45,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,12,15,62,45,0.08,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.19,12,15,61,45,0.08,0.06,0.08,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,12,15,60,44,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,12,15,62,45,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,12,15,62,45,0.1,0.11,0.1,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,12,15,62,45,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,12,15,61,45,0.07,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,12,15,62,45,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,12,15,62,45,0.09,0.12,0.1,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,12,15,61,45,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,12,15,60,44,0.07,0.06,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,12,15,61,45,0.07,0.15,0.1,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,12,15,60,45,0.13,0.05,0.06,0.1,355,0,0,0,0
25.44,25.5,25.44,26.13,12,14,60,44,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,12,14,59,44,0.1,0.11,0.11,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,12,14,59,43,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,11,14,58,42,0.08,0.05,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,11,14,58,42,0.08,0.05,0.07,0.11,355,0,0,0,0
25.44,25.44,25.38,26.19,11,14,56,41,0.07,0.15,0.14,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,11,14,55,40,0.1,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,11,14,55,40,0.08,0.06,0.07,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,55,40,0.07,0.06,0.07,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,56,41,0.08,0.05,0.07,0.09,355,0,0,0,0
25.38,25.44,25.38,26.13,11,14,57,41,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,11,14,57,41,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,56,41,0.08,0.06,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,56,41,0.08,0.06,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,11,14,55,40,0.08,0.05,0.05,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,11,14,54,40,0.1,0.08,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,54,40,0.11,0.06,0.09,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,55,40,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,11,14,55,40,0.08,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,11,13,54,40,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,10,13,54,40,0.09,0.07,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,10,13,54,40,0.09,0.05,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,13,53,39,0.07,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,10,12,52,38,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,51,37,0.07,0.05,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,51,37,0.08,0.09,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,51,36,0.08,0.05,0.05,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,10,12,51,37,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,50,36,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,10,12,50,36,0.09,0.07,0.08,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,50,36,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,49,36,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,10,12,49,36,0.08,0.05,0.07,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,10,12,49,36,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,12,49,35,0.08,0.05,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,10,12,49,35,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,10,11,49,35,0.07,0.06,0.06,0.1,355,0,0,0,0
25.38,25.44,25.38,26.13,10,11,49,35,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,10,11,48,35,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,9,11,47,34,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,9,11,46,34,0.07,0.06,0.06,0.09,355,0,0,0,0
25.44,25.44,25.44,26.13,9,11,46,34,0.07,0.05,0.06,0.11,355,0,0,0,0
25.44,25.44,25.38,26.13,9,11,45,33,0.07,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.13,9,10,45,33,0.08,0.05,0.07,0.1,355,0,0,0,0
25.38,25.44,25.44,26.06,9,10,45,33,0.08,0.06,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.19,9,10,45,33,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.5,25.38,26.13,9,10,45,33,0.07,0.06,0.07,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,9,10,45,32,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,9,10,45,32,0.08,0.06,0.08,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,9,10,45,32,0.08,0.05,0.06,0.09,355,0,0,0,0
25.44,25.44,25.44,26.13,9,10,45,32,0.07,0.05,0.05,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,9,10,45,32,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,9,10,45,32,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,9,10,44,32,0.08,0.05,0.07,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,8,10,44,31,0.08,0.06,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,43,31,0.08,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.13,8,10,43,31,0.08,0.04,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,43,31,0.08,0.05,0.07,0.11,355,0,0,0,0
25.44,25.44,25.44,26.19,8,10,43,31,0.08,0.06,0.06,0.09,355,0,0,0,0
25.44,25.44,25.38,26.19,8,10,42,30,0.08,0.06,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,8,10,42,30,0.09,0.05,0.09,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,8,10,41,30,0.08,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,41,30,0.08,0.06,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,41,29,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,40,29,0.09,0.05,0.1,0.1,355,0,1,0,0
25.44,25.44,25.38,26.13,8,10,40,29,0.14,0.12,0.15,0.12,355,0,0,0,0
25.44,25.44,25.44,26.13,8,10,40,29,0.08,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,7,10,40,29,0.07,0.04,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.13,7,9,40,29,0.07,0.05,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,7,9,39,29,0.12,0.14,0.11,0.1,355,0,0,0,0
25.44,25.44,25.44,26.25,7,9,39,28,0.08,0.14,0.06,0.1,355,0,0,0,0
25.44,25.44,25.38,26.19,7,9,39,28,0.12,0.06,0.14,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,7,9,39,28,0.09,0.06,0.09,0.12,355,0,0,0,0
25.44,25.44,25.44,26.19,7,9,38,28,0.08,0.11,0.07,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,7,9,38,28,0.08,0.07,0.06,0.1,355,0,0,0,0
25.44,25.44,25.44,26.19,7,9,38,27,0.08,0.07,0.06,0.09,355,0,0,0,0
25.44,25.5,25.44,26.19,7,9,38,27,0.07,0.05,0.06,0.1,350,-0.0461538461538,0,0,0
25.44,25.44,25.44,26.31,7,9,37,27,0.09,0.05,0.07,0.1,355,-0.0423076923077,0,0,0
25.44,25.44,25.38,26.19,7,9,37,27,0.08,0.05,0.06,0.1,355,-0.0384615384615,0,0,0
25.44,25.5,25.38,26.19,7,9,37,27,0.08,0.05,0.06,0.12,355,-0.0346153846154,0,0,0
25.44,25.44,25.38,26.19,7,8,37,27,0.08,0.04,0.07,0.1,355,-0.0307692307692,0,0,0
25.44,25.44,25.44,26.19,7,8,36,26,0.08,0.04,0.06,0.09,350,-0.0730769230769,0,0,0
25.44,25.44,25.38,26.13,7,8,36,26,0.07,0.05,0.06,0.1,350,-0.111538461538,0,0,0
25.44,25.44,25.44,26.13,7,8,36,26,0.08,0.05,0.06,0.1,350,-0.146153846154,0,0,0
25.44,25.44,25.44,26.13,6,8,36,26,0.08,0.05,0.08,0.12,350,-0.176923076923,0,0,0
25.44,25.44,25.38,26.13,6,8,36,26,0.08,0.05,0.06,0.09,350,-0.203846153846,0,0,0
25.44,25.44,25.38,26.13,6,8,36,25,0.08,0.05,0.07,0.09,350,-0.226923076923,0,0,0
25.44,25.44,25.38,26.13,6,8,35,25,0.07,0.05,0.07,0.1,350,-0.246153846154,0,0,0
25.44,25.44,25.38,26.19,6,8,35,25,0.07,0.05,0.06,0.11,350,-0.261538461538,0,0,0
25.44,25.44,25.38,26.13,6,8,35,25,0.08,0.05,0.06,0.11,350,-0.273076923077,0,0,0
25.44,25.44,25.44,26.13,6,8,35,25,0.08,0.05,0.07,0.1,350,-0.280769230769,0,0,0
25.44,25.44,25.38,26.13,6,8,35,24,0.08,0.05,0.05,0.1,355,-0.238461538462,0,0,0
25.44,25.44,25.38,26.13,6,8,35,24,0.08,0.05,0.07,0.1,355,-0.196153846154,0,0,0
25.44,25.44,25.38,26.13,6,8,35,24,0.08,0.05,0.06,0.1,355,-0.153846153846,0,0,0
