Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
20724,19750,0,0,78,78,0,1,0,1,0,deny
64112,445,0,0,70,70,0,1,0,1,0,drop
51429,22114,0,0,66,66,0,1,0,1,0,deny
59275,445,0,0,70,70,0,1,0,1,0,drop
56413,53,33044,53,338,110,228,2,30,1,1,allow
56785,53,32079,53,193,102,91,2,30,1,1,allow
57416,53,15222,53,193,102,91,2,30,1,1,allow
64862,53,5762,53,211,110,101,2,30,1,1,allow
39890,443,25429,443,18127,8010,10117,41,116,24,17,allow
49552,80,31507,80,1963,1067,896,11,15,6,5,allow
56690,443,7139,443,7914,1925,5989,20,15,11,9,allow
58740,443,9858,443,5228,700,4528,17,14,7,10,allow
60778,40010,59381,40010,316,136,180,6,6,3,3,allow
57069,443,33403,443,15125,2482,12643,53,38,27,26,allow
49663,53,4720,53,195,102,93,2,29,1,1,allow
55828,53,62076,53,181,94,87,2,29,1,1,allow
55344,53,42459,53,212,110,102,2,29,1,1,allow
64534,53,57803,53,214,110,104,2,30,1,1,allow
56824,443,13725,443,18356,13354,5002,47,34,29,18,allow
49554,443,18292,443,7540,1840,5700,18,15,10,8,allow
56317,53,56317,53,216,82,134,2,32,1,1,allow
39326,53,39326,53,233,90,143,2,32,1,1,allow
27005,32063,51455,32063,889,126,763,3,31,2,1,allow
54677,443,22432,443,10029,4115,5914,31,61,17,14,allow
50010,80,40489,80,5058,4299,759,11,27,6,5,allow
46851,443,41590,443,3998,1986,2012,20,255,10,10,allow
51962,1024,18199,1024,316,136,180,6,5,3,3,allow
36821,443,10604,443,5948,1553,4395,16,15,10,6,allow
65189,53,21618,53,734,94,640,2,29,1,1,allow
49162,53,39735,53,183,94,89,2,29,1,1,allow
58997,443,10081,443,70,70,0,1,4,1,0,allow
64588,53,11970,53,193,102,91,2,29,1,1,allow
42847,443,14614,443,162,102,60,2,4,1,1,allow
65246,53,9355,53,179,94,85,2,29,1,1,allow
46660,443,53403,443,13699,2575,11124,30,135,15,15,allow
27691,53,27691,53,235,90,145,2,32,1,1,allow
56444,53,36861,53,730,102,628,2,29,1,1,allow
63960,53,45995,53,178,94,84,2,30,1,1,allow
55830,53,49103,53,184,94,90,2,29,1,1,allow
56415,53,18388,53,179,94,85,2,29,1,1,allow
55155,53,2864,53,183,94,89,2,29,1,1,allow
50156,53,35377,53,178,94,84,2,29,1,1,allow
55533,53,54545,53,183,94,89,2,29,1,1,allow
64244,53,64721,53,199,102,97,2,29,1,1,allow
55155,53,64785,53,183,94,89,2,29,1,1,allow
55130,53,39778,53,216,110,106,2,29,1,1,allow
65042,53,26467,53,183,94,89,2,29,1,1,allow
55822,53,10353,53,324,126,198,2,30,1,1,allow
64837,53,39780,53,195,102,93,2,30,1,1,allow
56687,443,42301,443,7889,1900,5989,20,15,11,9,allow
49421,443,23073,443,301494,6917,294577,306,48,101,205,allow
53853,53,0,0,139,70,69,2,30,1,1,allow
65262,53,31670,53,216,110,106,2,30,1,1,allow
56426,53,49161,53,184,94,90,2,30,1,1,allow
64818,53,61380,53,260,102,158,2,30,1,1,allow
64473,53,9936,53,184,94,90,2,30,1,1,allow
64862,53,39051,53,211,110,101,2,30,1,1,allow
49563,53,27885,53,200,102,98,2,30,1,1,allow
51923,80,55461,80,60441,6260,54181,79,29,35,44,allow
39910,80,12870,80,1658,1344,314,10,15,5,5,allow
64460,53,29713,53,196,102,94,2,30,1,1,allow
50553,443,23117,443,1632,1023,609,16,133,9,7,allow
51927,63309,60569,63309,70,70,0,1,5,1,0,allow
51920,80,17031,80,5069,4443,626,11,30,6,5,allow
37611,443,45731,443,11038,3875,7163,33,16,18,15,allow
57986,80,14489,80,1898,1524,374,14,15,8,6,allow
64416,53,56387,53,291,110,181,2,30,1,1,allow
2874,53,2874,53,216,82,134,2,31,1,1,allow
37608,443,50721,443,7866,2680,5186,26,16,14,12,allow
56889,53,22522,53,211,110,101,2,30,1,1,allow
56358,53,65243,53,210,110,100,2,33,1,1,allow
50664,443,33919,443,9666,1682,7984,25,16,13,12,allow
49310,53,37425,53,239,102,137,2,30,1,1,allow
51928,52520,11257,52520,70,70,0,1,5,1,0,allow
58058,80,25761,80,318,192,126,6,21,4,2,allow
56689,443,16946,443,7890,1901,5989,20,15,11,9,allow
65246,53,26370,53,179,94,85,2,30,1,1,allow
56688,443,60189,443,7942,1953,5989,20,15,11,9,allow
56673,53,10759,53,193,102,91,2,30,1,1,allow
64534,53,35373,53,214,110,104,2,30,1,1,allow
64795,53,2622,53,338,110,228,2,30,1,1,allow
65451,53,62075,53,194,102,92,2,30,1,1,allow
64897,53,54215,53,312,94,218,2,30,1,1,allow
49245,53,24840,53,195,102,93,2,30,1,1,allow
49419,53,29016,53,252,102,150,2,30,1,1,allow
65512,53,38019,53,265,102,163,2,30,1,1,allow
55533,53,2426,53,183,94,89,2,30,1,1,allow
56673,53,26407,53,193,102,91,2,30,1,1,allow
37965,48477,53954,48477,7097,4720,2377,89,3163,55,34,allow
49692,53,65365,53,212,110,102,2,30,1,1,allow
64666,53,52653,53,226,102,124,2,30,1,1,allow
51929,53371,28667,53371,70,70,0,1,5,1,0,allow
51109,80,7098,80,366,240,126,7,20,5,2,allow
39687,443,29168,443,10412,5123,5289,36,236,19,17,allow
64200,53,27722,53,193,102,91,2,30,1,1,allow
64200,53,25588,53,193,102,91,2,30,1,1,allow
65107,53,27622,53,193,102,91,2,30,1,1,allow
49692,53,33543,53,212,110,102,2,30,1,1,allow
54453,443,34094,443,257837,37453,220384,446,952,175,271,allow
59945,443,18013,443,10477,3435,7042,34,20,18,16,allow
57336,443,14468,443,6956,2856,4100,28,16,16,12,allow
35196,5222,52205,5222,3376,1509,1867,32,83,16,16,allow
59754,80,41353,80,1352,848,504,13,83,8,5,allow
64041,53,42434,53,198,94,104,2,30,1,1,allow
49692,53,30173,53,212,110,102,2,30,1,1,allow
63960,53,27823,53,178,94,84,2,30,1,1,allow
56532,53,37108,53,164,86,78,2,30,1,1,allow
49671,53,34167,53,242,110,132,2,30,1,1,allow
27005,30006,1523,30006,888,126,762,2,31,1,1,allow
6881,6881,14892,6881,502,150,352,2,1200,1,1,allow
37877,80,30834,80,991,483,508,9,181,5,4,allow
27005,33038,15973,33038,892,126,766,2,31,1,1,allow
49327,443,33965,443,54335,2550,51785,74,42,29,45,allow
54075,443,31475,443,76388,4341,72047,107,169,48,59,allow
49551,80,48076,80,1769,873,896,11,15,6,5,allow
54074,443,19199,443,72465,3991,68474,98,169,43,55,allow
49553,443,65490,443,6074,865,5209,16,15,9,7,allow
51952,50967,36786,50967,70,70,0,2,7,2,0,allow
57436,66,13833,66,70,70,0,2,7,2,0,allow
51325,443,47264,443,2019,1219,800,15,17,8,7,allow
51954,12380,62025,12380,70,70,0,2,7,2,0,allow
53739,27290,28914,27290,70,70,0,1,4,1,0,allow
56661,53,7946,53,297,102,195,4,33,2,2,allow
53720,443,39047,443,11338,7078,4260,19,16,12,7,allow
64627,53,53750,53,305,101,204,4,44,2,2,allow
50554,443,37415,443,7343,1707,5636,26,134,14,12,allow
49828,53,44800,53,733,86,647,2,29,1,1,allow
58999,443,40792,443,9569,2606,6963,22,135,11,11,allow
56166,53,54206,53,193,102,91,2,29,1,1,allow
41764,53,7946,53,168,78,90,2,29,1,1,allow
64872,53,24466,53,730,102,628,2,29,1,1,allow
51110,80,59490,80,1524,1028,496,10,20,7,3,allow
57177,53,20677,53,179,94,85,2,29,1,1,allow
63902,22928,21119,22928,504,382,122,8,15,6,2,allow
49372,53,4796,53,527,208,319,6,64,3,3,allow
56627,53,58271,53,193,102,91,2,29,1,1,allow
55867,53,51725,53,184,94,90,2,29,1,1,allow
49216,53,14364,53,181,94,87,2,30,1,1,allow
49162,53,33526,53,183,94,89,2,30,1,1,allow
49940,53,16387,53,257,110,147,2,29,1,1,allow
55126,53,61612,53,193,102,91,2,29,1,1,allow
55184,53,59449,53,183,94,89,2,30,1,1,allow
56889,53,49457,53,211,110,101,2,30,1,1,allow
49372,53,58789,53,216,110,106,2,30,1,1,allow
56104,53,19874,53,210,110,100,2,30,1,1,allow
65262,53,52236,53,216,110,106,2,30,1,1,allow
49864,53,63965,53,193,102,91,2,30,1,1,allow
27005,33059,8397,33059,900,126,774,2,31,1,1,allow
64460,53,42311,53,196,102,94,2,31,1,1,allow
49825,53,56726,53,168,86,82,2,30,1,1,allow
64036,53,20328,53,183,94,89,2,30,1,1,allow
32675,53,58212,53,218,78,140,2,30,1,1,allow
65144,53,10538,53,210,110,100,2,30,1,1,allow
49669,53,30235,53,197,94,103,2,30,1,1,allow
27005,32078,44538,32078,871,126,745,2,31,1,1,allow
56170,443,45296,443,9201,4926,4275,19,120,10,9,allow
51539,443,52838,443,94949,5974,88975,118,148,45,73,allow
55035,443,8425,443,5653,2347,3306,33,361,18,15,allow
49435,53,45474,53,720,94,626,2,30,1,1,allow
42846,443,19024,443,162,102,60,2,5,1,1,allow
49247,53,7662,53,478,196,282,6,63,3,3,allow
36483,80,36483,80,1015966,37923,978043,1167,205,468,699,allow
39689,443,12729,443,7259,3893,3366,34,236,18,16,allow
56673,53,29686,53,193,102,91,2,30,1,1,allow
56041,53,26244,53,179,94,85,2,30,1,1,allow
57416,53,53787,53,193,102,91,2,30,1,1,allow
64417,53,10923,53,231,102,129,2,30,1,1,allow
64555,53,55605,53,167,86,81,2,30,1,1,allow
65262,53,62763,53,216,110,106,2,30,1,1,allow
49216,53,15355,53,181,94,87,2,30,1,1,allow
65176,53,39241,53,193,102,91,2,30,1,1,allow
64862,53,53283,53,211,110,101,2,30,1,1,allow
53262,443,28483,443,4385,2869,1516,32,19,18,14,allow
49770,80,9129,80,254,128,126,5,15,3,2,allow
52297,443,5562,443,3055,1931,1124,16,16,9,7,allow
65246,53,35369,53,179,94,85,2,30,1,1,allow
34153,443,49528,443,7037,1282,5755,21,30,11,10,allow
55126,53,18152,53,193,102,91,2,30,1,1,allow
64911,53,45523,53,209,110,99,2,30,1,1,allow
65523,53,26977,53,228,94,134,2,30,1,1,allow
64200,53,53095,53,193,102,91,2,30,1,1,allow
57052,443,57052,443,4616,1709,2907,19,28,11,8,allow
53261,443,49163,443,12912,4288,8624,43,20,22,21,allow
50405,8080,50405,8080,3985,2010,1975,17,51,10,7,allow
63939,24867,28601,24867,312,132,180,6,6,3,3,allow
51951,65387,56923,65387,70,70,0,2,8,2,0,allow
44158,443,51060,443,232,172,60,3,5,2,1,allow
55130,53,20364,53,216,110,106,2,30,1,1,allow
55344,53,59156,53,212,110,102,2,30,1,1,allow
57038,53,2434,53,186,102,84,2,30,1,1,allow
56387,53,17582,53,183,94,89,2,30,1,1,allow
49235,53,22418,53,172,94,78,2,30,1,1,allow
63960,53,31296,53,178,94,84,2,30,1,1,allow
64514,53,1734,53,209,102,107,2,30,1,1,allow
55630,53,39473,53,197,102,95,2,30,1,1,allow
49864,53,57559,53,193,102,91,2,30,1,1,allow
56041,53,56903,53,179,94,85,2,30,1,1,allow
27005,33035,15064,33035,864,126,738,2,31,1,1,allow
64473,53,39348,53,184,94,90,2,31,1,1,allow
55184,53,63377,53,183,94,89,2,30,1,1,allow
65025,53,23591,53,347,94,253,2,30,1,1,allow
27005,33076,50946,33076,889,126,763,2,31,1,1,allow
53829,53,12567,53,258,86,172,2,31,1,1,allow
27005,50003,14417,50003,887,126,761,2,31,1,1,allow
65451,53,9650,53,194,102,92,2,31,1,1,allow
65107,53,31681,53,193,102,91,2,31,1,1,allow
64319,53,34050,53,193,102,91,2,31,1,1,allow
65251,53,39893,53,179,94,85,2,31,1,1,allow
64619,53,39601,53,179,94,85,2,31,1,1,allow
64872,53,64528,53,166,86,80,2,31,1,1,allow
50037,53,63751,53,195,102,93,2,31,1,1,allow
49501,53,63385,53,193,102,91,2,31,1,1,allow
63035,443,64744,443,1864,250,1614,8,120,4,4,allow
34319,443,65277,443,15358,11148,4210,93,423,51,42,allow
58847,443,11614,443,7014,1630,5384,20,120,10,10,allow
57603,80,12542,80,886,886,0,1,120,1,0,allow
37484,443,55128,443,59233,7514,51719,70,122,27,43,allow
6881,6889,64062,6889,228,118,110,2,1199,1,1,allow
57470,52215,48091,52215,528,528,0,9,1200,9,0,allow
52839,443,27104,443,11808,5409,6399,73,123,33,40,allow
50037,53,12005,53,195,102,93,2,30,1,1,allow
55630,53,11814,53,197,102,95,2,30,1,1,allow
27005,33052,60950,33052,873,126,747,2,31,1,1,allow
50972,3544,56182,3544,409,107,302,4,31,2,2,allow
64070,53,32128,53,243,94,149,2,31,1,1,allow
55184,53,41873,53,183,94,89,2,31,1,1,allow
55456,443,5231,443,7409,2302,5107,19,135,9,10,allow
56686,443,39990,443,7941,1952,5989,20,16,11,9,allow
49216,53,46478,53,316,91,225,4,32,2,2,allow
55669,62781,37625,62781,320,140,180,6,7,3,3,allow
51949,5484,1068,5484,70,70,0,2,8,2,0,allow
53734,22051,14778,22051,70,70,0,1,5,1,0,allow
51052,80,32804,80,5678,1692,3986,13,17,8,5,allow
39333,443,52867,443,7832,1895,5937,24,83,14,10,allow
51957,56737,56106,56737,316,136,180,6,6,3,3,allow
38346,80,22623,80,1818,1504,314,13,16,8,5,allow
42317,443,11761,443,416,210,206,7,27,4,3,allow
51504,443,9734,443,6656,769,5887,14,16,9,5,allow
62514,37807,0,0,66,66,0,1,0,1,0,deny
64104,445,0,0,70,70,0,1,0,1,0,drop
64103,445,0,0,70,70,0,1,0,1,0,drop
64102,445,0,0,70,70,0,1,0,1,0,drop
47201,44847,0,0,66,66,0,1,0,1,0,deny
59274,445,0,0,70,70,0,1,0,1,0,drop
59273,445,0,0,70,70,0,1,0,1,0,drop
10145,21247,0,0,62,62,0,1,0,1,0,deny
59271,445,0,0,70,70,0,1,0,1,0,drop
59267,445,0,0,70,70,0,1,0,1,0,drop
44459,37807,0,0,62,62,0,1,0,1,0,deny
11061,4229,0,0,145,145,0,1,0,1,0,deny
59255,445,0,0,70,70,0,1,0,1,0,drop
59254,445,0,0,70,70,0,1,0,1,0,drop
1560,51505,0,0,62,62,0,1,0,1,0,deny
59251,445,0,0,70,70,0,1,0,1,0,drop
59244,445,0,0,70,70,0,1,0,1,0,drop
59245,445,0,0,70,70,0,1,0,1,0,drop
49522,21247,0,0,66,66,0,1,0,1,0,deny
18224,23,0,0,60,60,0,1,0,1,0,deny
64094,445,0,0,70,70,0,1,0,1,0,drop
64093,445,0,0,70,70,0,1,0,1,0,drop
64092,445,0,0,70,70,0,1,0,1,0,drop
11907,57470,0,0,66,66,0,1,0,1,0,deny
62257,2767,0,0,66,66,0,1,0,1,0,deny
46837,57470,0,0,62,62,0,1,0,1,0,deny
27309,6881,0,0,146,146,0,1,0,1,0,deny
59503,445,0,0,66,66,0,1,0,1,0,drop
37837,37965,0,0,62,62,0,1,0,1,0,deny
55027,48051,0,0,62,62,0,1,0,1,0,deny
52459,33890,0,0,60,60,0,1,0,1,0,deny
52252,46314,0,0,62,62,0,1,0,1,0,deny
56101,57470,0,0,66,66,0,1,0,1,0,deny
62143,23,0,0,60,60,0,1,0,1,0,deny
59233,445,0,0,70,70,0,1,0,1,0,drop
64087,445,0,0,70,70,0,1,0,1,0,drop
64084,445,0,0,70,70,0,1,0,1,0,drop
61392,50584,0,0,62,62,0,1,0,1,0,deny
59487,445,0,0,66,66,0,1,0,1,0,drop
59486,445,0,0,66,66,0,1,0,1,0,drop
59228,445,0,0,70,70,0,1,0,1,0,drop
49113,50584,0,0,66,66,0,1,0,1,0,deny
65398,7129,0,0,66,66,0,1,0,1,0,deny
6404,64147,0,0,145,145,0,1,0,1,0,deny
59220,445,0,0,70,70,0,1,0,1,0,drop
59219,445,0,0,70,70,0,1,0,1,0,drop
59218,445,0,0,70,70,0,1,0,1,0,drop
31745,2323,0,0,60,60,0,1,0,1,0,deny
64073,445,0,0,70,70,0,1,0,1,0,drop
60557,23117,0,0,66,66,0,1,0,1,0,deny
59215,445,0,0,70,70,0,1,0,1,0,drop
59213,445,0,0,70,70,0,1,0,1,0,drop
64070,445,0,0,70,70,0,1,0,1,0,drop
64068,445,0,0,70,70,0,1,0,1,0,drop
64067,445,0,0,70,70,0,1,0,1,0,drop
443,45940,0,0,85,85,0,1,0,1,0,deny
59481,445,0,0,66,66,0,1,0,1,0,drop
50920,60182,0,0,66,66,0,1,0,1,0,deny
59476,445,0,0,66,66,0,1,0,1,0,drop
59475,445,0,0,66,66,0,1,0,1,0,drop
59474,445,0,0,66,66,0,1,0,1,0,drop
59466,445,0,0,66,66,0,1,0,1,0,drop
59470,445,0,0,66,66,0,1,0,1,0,drop
59467,445,0,0,66,66,0,1,0,1,0,drop
59465,445,0,0,66,66,0,1,0,1,0,drop
64824,36829,0,0,66,66,0,1,0,1,0,deny
52914,37965,0,0,66,66,0,1,0,1,0,deny
64059,445,0,0,70,70,0,1,0,1,0,drop
16387,8455,0,0,60,60,0,1,0,1,0,deny
16387,49252,0,0,60,60,0,1,0,1,0,deny
16387,35244,0,0,60,60,0,1,0,1,0,deny
50675,56205,0,0,66,66,0,1,0,1,0,deny
64057,445,0,0,70,70,0,1,0,1,0,drop
64056,445,0,0,70,70,0,1,0,1,0,drop
64053,445,0,0,70,70,0,1,0,1,0,drop
4110,35440,0,0,66,66,0,1,0,1,0,deny
6666,5000,0,0,60,60,0,1,0,1,0,deny
59206,445,0,0,70,70,0,1,0,1,0,drop
59413,51505,0,0,66,66,0,1,0,1,0,deny
63956,38211,0,0,62,62,0,1,0,1,0,deny
41756,56205,0,0,62,62,0,1,0,1,0,deny
59199,445,0,0,70,70,0,1,0,1,0,drop
59197,445,0,0,70,70,0,1,0,1,0,drop
39324,64147,0,0,62,62,0,1,0,1,0,deny
64052,445,0,0,70,70,0,1,0,1,0,drop
64049,445,0,0,70,70,0,1,0,1,0,drop
64045,445,0,0,70,70,0,1,0,1,0,drop
59458,445,0,0,66,66,0,1,0,1,0,drop
57765,2767,0,0,146,146,0,1,0,1,0,deny
64044,445,0,0,70,70,0,1,0,1,0,drop
59456,445,0,0,66,66,0,1,0,1,0,drop
59193,445,0,0,70,70,0,1,0,1,0,drop
59454,445,0,0,66,66,0,1,0,1,0,drop
59452,445,0,0,66,66,0,1,0,1,0,drop
59191,445,0,0,70,70,0,1,0,1,0,drop
16477,37807,0,0,66,66,0,1,0,1,0,deny
59450,445,0,0,66,66,0,1,0,1,0,drop
12031,36237,0,0,66,66,0,1,0,1,0,deny
33003,28543,0,0,62,62,0,1,0,1,0,deny
5132,23,0,0,60,60,0,1,0,1,0,deny
54389,28543,0,0,66,66,0,1,0,1,0,deny
36893,67,0,0,60,60,0,1,0,1,0,deny
10445,46824,0,0,62,62,0,1,0,1,0,deny
53725,64147,0,0,66,66,0,1,0,1,0,deny
59187,445,0,0,70,70,0,1,0,1,0,drop
65344,46824,0,0,66,66,0,1,0,1,0,deny
50,38211,0,0,66,66,0,1,0,1,0,deny
64037,445,0,0,70,70,0,1,0,1,0,drop
64030,445,0,0,70,70,0,1,0,1,0,drop
64029,445,0,0,70,70,0,1,0,1,0,drop
59186,445,0,0,70,70,0,1,0,1,0,drop
1054,57470,0,0,62,62,0,1,0,1,0,deny
57368,7302,0,0,66,66,0,1,0,1,0,deny
57170,38303,0,0,66,66,0,1,0,1,0,deny
59440,445,0,0,66,66,0,1,0,1,0,drop
59181,445,0,0,70,70,0,1,0,1,0,drop
63527,50584,0,0,62,62,0,1,0,1,0,deny
51320,37965,0,0,62,62,0,1,0,1,0,deny
59432,445,0,0,66,66,0,1,0,1,0,drop
64017,445,0,0,70,70,0,1,0,1,0,drop
58745,30188,0,0,66,66,0,1,0,1,0,deny
19841,50584,0,0,62,62,0,1,0,1,0,deny
59429,445,0,0,66,66,0,1,0,1,0,drop
26448,9192,0,0,145,145,0,1,0,1,0,deny
39098,51505,0,0,62,62,0,1,0,1,0,deny
13413,44847,0,0,66,66,0,1,0,1,0,deny
16382,17500,0,0,62,62,0,1,0,1,0,deny
59168,445,0,0,70,70,0,1,0,1,0,drop
59422,445,0,0,66,66,0,1,0,1,0,drop
51503,443,40605,443,4801,702,4099,13,16,8,5,allow
38234,443,15725,443,9807,2542,7265,47,19,24,23,allow
26929,443,8333,443,7487,2728,4759,25,19,13,12,allow
50272,443,27135,443,772,432,340,12,18,7,5,allow
42277,443,42277,443,2200,1253,947,23,76,12,11,allow
49041,443,30685,443,5144,847,4297,16,132,9,7,allow
59778,443,59778,443,4580,1673,2907,19,28,11,8,allow
43311,80,24777,80,811,671,140,6,31,4,2,allow
56572,53,56572,53,253,99,154,2,32,1,1,allow
54319,53,54319,53,253,99,154,2,32,1,1,allow
53732,22704,15296,22704,70,70,0,1,5,1,0,allow
42282,443,42282,443,2052,1187,865,21,76,11,10,allow
42280,443,42280,443,2052,1187,865,21,76,11,10,allow
56722,80,63327,80,41658,23230,18428,114,798,66,48,allow
64912,53,12678,53,182,93,89,2,31,1,1,allow
56468,53,8242,53,176,90,86,2,30,1,1,allow
47819,443,19809,443,6258,956,5302,20,16,11,9,allow
60380,443,29465,443,70,70,0,1,5,1,0,allow
53737,51456,42714,51456,70,70,0,1,5,1,0,allow
47326,443,40388,443,6318,1025,5293,17,33,9,8,allow
34141,53,34141,53,217,87,130,2,30,1,1,allow
64319,53,16100,53,186,95,91,2,30,1,1,allow
49501,53,44593,53,186,95,91,2,31,1,1,allow
62439,443,62439,443,4507,1600,2907,19,26,11,8,allow
39232,53,39232,53,215,80,135,2,32,1,1,allow
11919,53,11919,53,213,79,134,2,32,1,1,allow
54012,443,7741,443,4318,726,3592,14,16,7,7,allow
54182,443,54182,443,4581,1674,2907,19,29,11,8,allow
36548,443,36548,443,4621,1714,2907,19,30,11,8,allow
5180,80,5180,80,33443,797,32646,33,16,9,24,allow
50494,443,62791,443,5331564,43954,5287610,4171,80,672,3499,allow
49837,53,8590,53,176,90,86,2,30,1,1,allow
6881,6881,38378,6881,231,111,120,2,1200,1,1,allow
51221,50861,60298,50861,490,149,341,2,1200,1,1,allow
64357,53,4119,53,182,93,89,2,31,1,1,allow
58467,53,16449,53,235,95,140,2,31,1,1,allow
47744,80,34323,80,1571,877,694,11,180,6,5,allow
49274,53,46367,53,194,99,95,2,31,1,1,allow
49312,53,34351,53,767,102,665,2,31,1,1,allow
32912,53,0,0,82,82,0,1,31,1,0,allow
56395,53,20688,53,170,87,83,2,31,1,1,allow
49385,31652,0,0,66,66,0,1,91,1,0,allow
65524,53,51364,53,182,93,89,2,31,1,1,allow
30960,45740,3924,45740,330,330,0,6,3609,6,0,allow
59414,445,0,0,66,66,0,1,0,1,0,drop
59165,445,0,0,70,70,0,1,0,1,0,drop
28875,51505,0,0,146,146,0,1,0,1,0,deny
43578,15503,0,0,74,74,0,1,0,1,0,deny
57706,64147,0,0,62,62,0,1,0,1,0,deny
64006,445,0,0,70,70,0,1,0,1,0,drop
63459,443,62292,443,7782,1280,6502,22,79,10,12,allow
64005,445,0,0,70,70,0,1,0,1,0,drop
64004,445,0,0,70,70,0,1,0,1,0,drop
59161,445,0,0,70,70,0,1,0,1,0,drop
59402,445,0,0,66,66,0,1,0,1,0,drop
59403,445,0,0,66,66,0,1,0,1,0,drop
59404,445,0,0,66,66,0,1,0,1,0,drop
59401,445,0,0,66,66,0,1,0,1,0,drop
59405,445,0,0,66,66,0,1,0,1,0,drop
59398,445,0,0,66,66,0,1,0,1,0,drop
59399,445,0,0,66,66,0,1,0,1,0,drop
59400,445,0,0,66,66,0,1,0,1,0,drop
30135,37965,0,0,62,62,0,1,0,1,0,deny
59876,44847,0,0,66,66,0,1,0,1,0,deny
64104,22114,0,0,66,66,0,1,0,1,0,deny
59159,445,0,0,70,70,0,1,0,1,0,drop
64449,30188,0,0,66,66,0,1,0,1,0,deny
54825,444,0,0,60,60,0,1,0,1,0,deny
44922,57470,0,0,74,74,0,1,0,1,0,deny
51926,58664,64074,58664,70,70,0,1,5,1,0,allow
51502,443,41545,443,7211,823,6388,16,15,10,6,allow
65322,443,20624,443,8429792,268889,8160903,8985,135,2983,6002,allow
49245,53,23757,53,195,102,93,2,30,1,1,allow
65107,53,53716,53,193,102,91,2,30,1,1,allow
64619,53,61367,53,438,89,349,4,44,2,2,allow
36699,443,33647,443,11086707,166045,10920662,9176,172,1285,7891,allow
62348,443,31303,443,1592,965,627,15,20,7,8,allow
55662,36445,15210,36445,504,318,186,8,17,5,3,allow
49621,53,6731,53,501,188,313,6,33,3,3,allow
53735,58869,24687,58869,70,70,0,1,4,1,0,allow
53704,443,40944,443,5743,1339,4404,18,180,8,10,allow
18743,53,18743,53,235,90,145,2,31,1,1,allow
56919,443,47014,443,54568,32686,21882,69,161,40,29,allow
48608,443,46175,443,6371,848,5523,20,16,11,9,allow
44559,443,29969,443,6903,1185,5718,26,255,12,14,allow
38689,443,13215,443,1264333,25315,1239018,1197,16,355,842,allow
63930,44330,64385,44330,66,66,0,2,7,2,0,allow
53736,37168,63835,37168,70,70,0,1,4,1,0,allow
36166,80,26343,80,1614,1300,314,10,15,5,5,allow
49621,53,59180,53,287,93,194,4,56,2,2,allow
49864,53,49733,53,193,102,91,2,29,1,1,allow
13826,443,17437,443,7356,1014,6342,20,75,10,10,allow
57397,53,11845,53,183,94,89,2,29,1,1,allow
64172,53,13713,53,197,102,95,2,29,1,1,allow
5588,5588,0,0,3354,1792,1562,46,193,23,23,allow
49621,53,9845,53,183,94,89,2,29,1,1,allow
49825,53,31559,53,168,86,82,2,29,1,1,allow
59402,53,59402,53,216,90,126,2,29,1,1,allow
65332,53,1654,53,226,86,140,2,29,1,1,allow
49563,53,41117,53,200,102,98,2,29,1,1,allow
49837,53,4839,53,180,94,86,2,29,1,1,allow
57397,53,24712,53,183,94,89,2,30,1,1,allow
56426,53,8485,53,184,94,90,2,30,1,1,allow
51925,29587,19217,29587,70,70,0,1,5,1,0,allow
56936,80,5916,80,1490,886,604,10,75,6,4,allow
63896,80,57609,80,314,192,122,6,15,4,2,allow
64319,53,2772,53,193,102,91,2,30,1,1,allow
49164,53,54796,53,226,102,124,2,30,1,1,allow
64912,53,47656,53,183,94,89,2,30,1,1,allow
51890,80,53517,80,7097,3553,3544,15,31,8,7,allow
56685,443,20018,443,7855,1866,5989,20,15,11,9,allow
58729,443,41982,443,5167,700,4467,16,15,7,9,allow
15503,6881,43362,6881,2310,2310,0,36,3136,36,0,allow
55229,53,60362,53,720,94,626,2,30,1,1,allow
57397,53,3449,53,183,94,89,2,30,1,1,allow
49337,53,51649,53,258,126,132,2,30,1,1,allow
51675,443,51675,443,4539,1632,2907,19,27,11,8,allow
64365,53,55898,53,196,94,102,2,30,1,1,allow
50635,443,12337,443,8252,1702,6550,26,72,13,13,allow
65049,53,51039,53,184,94,90,2,30,1,1,allow
64460,53,1617,53,196,102,94,2,30,1,1,allow
56497,443,18628,443,1343,763,580,14,26,8,6,allow
56468,53,30389,53,180,94,86,2,30,1,1,allow
50270,443,3425,443,868,514,354,13,18,8,5,allow
55630,53,24833,53,197,102,95,2,30,1,1,allow
56144,53,26768,53,180,94,86,2,30,1,1,allow
51947,16935,29468,16935,70,70,0,2,8,2,0,allow
64592,53,20935,53,177,94,83,2,30,1,1,allow
65007,53,25080,53,180,86,94,2,30,1,1,allow
56935,80,54520,80,1482,878,604,10,75,6,4,allow
65144,53,24637,53,210,110,100,2,30,1,1,allow
17282,7000,17282,7000,2163,676,1487,14,15,7,7,allow
50349,80,24554,80,3909,888,3021,12,15,6,6,allow
64678,53,43744,53,289,102,187,2,30,1,1,allow
38688,443,23677,443,90166,3481,86685,96,16,31,65,allow
56937,80,7429,80,2567,1586,981,13,75,8,5,allow
49180,53,37264,53,314,97,217,4,34,2,2,allow
